ID,Observation Title,Audit CheckList / Control,Parent Audit AreaName,Audit Area,SBU,Region,Brand,Level,Location Code,Location,Department,Reviewer,Lead Auditor,Support Auditor,Auditee,Sub Process,Repeat Observation,Observation Type,Risk,Category,Observation Details,Short Observation,Root Cause,Impact/Concerns/Implications,Financial Currency,Financial Implications,Target Completion Date,Observation Logged Date,ACM PageNo.,ACM PointNo.,ACM RefDate,Share With ED,Share With AC,Audit Report No.,Report Status,Observation Status,Last Updated On,Recommendation,Corrective Action Plan,Preventive Action Plan,Short Action Plan,Target Date,Revised Target Date,Revised Current Status,Follow-Up Frequency,Closure Date,Closure Reason,Age as on 03-Aug-2020,Age (as per Logged date),Age (as per Target date),Actual Audit Start date,Status,Other Auditee,Escalator 1,Escalator 2,Escalator 3,Auditee Report Release Date,Quarter,Financial Year,Action Plan Status,Auditee Current Status,Last Updated By,Audit Type,Root Cause Category,Attachments
395,"Large business allocated to other than L1, L2 and L3 express cargo transporters",Placeholder for Checklist,,"Review of Freight, Logistics & 3PL Management",Lifestyle International Pvt Ltd (Max Division),,,,,Max Corporate office,E-Commerce,Manmohan Vyas,Jayesh Sanghani,,Deepak Agarwal,Vendor selection process,No,Routine,Medium,Process Improvement,"Two important performance matrix, vehicle availability and timely delivery, should be evaluated on monthly basis for each transporter by COE in liaison with Business SCM. Basis the review and ratings, quarterly business allocation matrix should be prepared by COE and Business SCM to rationalise costs and to improve efficiency. ​At present, COE negotiates rates with transporters for various routes and shares with Business SCM. SCM then selects transporters based on operational performance irrespective of price charged by transporters for a specific route. Our review of business allocation (for major routes) during April 2018 to November 2019 showed that, ~ 73% of shipments were assigned to other than L1, L2 & L3 transporters. Below table provides information on route wise business allocation to top transporters:",.,,"Higher freight costs. Transporting shipments with non-performing transport vendors resulting in delayed delivery, damages etc.",Rs.,1 Lakh,,16-Jul-20,0,,,No,No,2020 - 2021/525,Audit Report Issued,0%,16-Jul-20,"Measure two important performance matrix, vehicle availability and timely delivery, for each transporter on monthly basis (jointly by COE and SCM) and rate transporters. On the basis of ratings assigned and freight rates, assign business allocation matrix",.,.,,,,,,,,,1,,,Open,,,,,30-Jul-20,Q2,2020 - 2021,0,0%,Jayesh Sanghani,Regular Review,,
394,‘Transport planning matrix’ not developed to optimize freight costs,Placeholder for Checklist,,"Review of Freight, Logistics & 3PL Management",Lifestyle International Pvt Ltd (Max Division),,,,,Max Corporate office,E-Commerce,Manmohan Vyas,Jayesh Sanghani,,Deepak Agarwal,Dispatch planning & route optimization,No,Routine,Medium,Process Improvement,"Business SCM should define ‘Transport Planning Matrix’ to optimise primary transportation costs. Basis freight rates negotiated (major routes), SCM should define minimum or breakeven weight for routing consignments through ‘trip based’ transporters. At present, vendors update quantities available for dispatch supply chain portal (SCP) against each purchase order. Accordingly, SCM informs transporters for placement of trucks. Our review of vendor wise shipment reports for YTD November 2019 along with the process for transport planning showed the following: Minimum / breakeven weights to ascertain type of transport and type of vehicles to be used for picking goods vendors’ locations have not been defined. For example, freight rate for Tripura to Bangalore on ‘per trip’ basis is INR 17,200 (~ 8 tons) and its INR 5.5 per kg. with express cargo transporters. Thus, if weight of consignment is above ~ 3.2 tons, then transporter with ‘per trip’ rate would be economical compared to export cargo transporters and vice-a-versa. Exhibit 1 Our independent analysis of shipments (for sample routes – INR 1.5 crores) showed a potential to reduce costs by ~ 3% by developing and adhering to breakeven model (~ INR 60 lakhs p.a.) Exhibit 1 It was explained that incorrect / ad-hoc quantities are being updated in SCP portal by vendors leading to practical difficulties in accurate transport planning.",.,,High transportation charges,Rs.,1 Lakh,,16-Jul-20,0,,,No,No,2020 - 2021/525,Audit Report Issued,0%,16-Jul-20,SCM should define ‘Transport Planning Matrix’ specifying minimum or breakeven weights for routing consignments through ‘trip based’ transporters and through express cargo transporters on ‘per kg. basis’. Vendors should be informed to accurately specify sh,Primary freight coordination from Max happens to be a ‘service to Vendor’. Vendors pay for the Primary Freight to Max; SME vendors need Max to negotiate good rates with Transporters and provide assistance with list of Vendors who will be chosen by the Ven,No action possible,,,,,,,,,1,,,Open,,,,,30-Jul-20,Q2,2020 - 2021,0,0%,Jayesh Sanghani,Regular Review,,
393,Competitive quotes not invited for dedicated vehicles and CHA services,Placeholder for Checklist,,"Review of Freight, Logistics & 3PL Management",Lifestyle International Pvt Ltd (Max Division),,,,,Max Corporate office,E-Commerce,Manmohan Vyas,Jayesh Sanghani,,Venkata Ramana,Vendor selection process,No,Routine,Medium,Process Improvement,"Transporters of dedicated vehicles (~ INR 6 crores p.a.) Six transporters have been engaged to supply dedicated vehicles at respective warehouses. However, no competitive quotes were invited by COE to ascertain competitiveness of rates charged by these transporters. Further, unlike in case of express vendors, negotiations with these transporters were not routed through e-auction tool. Basis for rate fixation was also not available with COE. It was explained to us that rates have been fixed 4 – 5 years ago, and rate revisions are conducted based on diesel price changes. Customs house agent (Sea Sky Exim Pvt Ltd ~ INR 2.7 crores p.a. includes agency charges of INR 63 lakh p.a.) A single CHA vendor has been appointed (since April 2013) for managing customs clearance and transportation of consignment from port to warehouse. No competitive quotes were invited to ascertain competitiveness of prices charged by the existing CHA. Our independent benchmarking of CHA agency charges along with scope of work showed significant differences in rates charged with similar scope of work. There is a potential to reduce cost by ~ INR 45 lakhs p.a. (~ 75% of total cost). Exhibit 2 It is important to note that, dedicated transporter & CHA agent have been associated with Max for over 5 years. Rates are negotiated with same vendor without obtaining competitive bids from other vendors. Exhibit 2: Benchmarking of CHA vendor rates",.,,Selection of vendors at non-competitive rates resulting into higher freight cost Higher agency charges,Rs.,1 Lakh,,16-Jul-20,0,,,No,No,2020 - 2021/525,Audit Report Issued,0%,16-Jul-20,Undertake e-auction for identification of alternate vendors and competitive quotes for dedicated vehicles and CHA services. ?Prepare comparative analysis for finalisation of dedicated transporters and CHA vendor and obtain approvals from Head - COE and He,.,.,,,,,,,,,1,,,Open,,,,,30-Jul-20,Q2,2020 - 2021,0,0%,Jayesh Sanghani,Regular Review,,
392,Discrepancy observed in adjustment entries of expiry stock,Placeholder for Checklist,,SPAR Store Audits HY2,Max Hypermarkets India Pvt Ltd,South,,,,"Paradise Mall, Hyderabad",Spar Stores,Tushar Dahale,NARESH CHAVA,,Venkata Ramana,"Dump , Damages / Scrap Sales",No,Routine,Medium,Process Improvement,"Total stock worth Rs 2.6 lakhs (Approx..) passed in expiry adjustment entries during the period from August 2019 to January 2020. On sample review of 10 days in expiry Adjustments vs manual sheets , it was noted that in case of one article (SPAR AJWA DATES 250G) Splitted and posted in 5 continuous days' worth Rs 18.4 K (Approx..) passed in expiry adjustment entries. Date Item code Description UOM QTY COST Value 13-Nov-19 134023822 SPAR AJWA DATES 250G EA (10) 377 (3770) 14-Nov-19 134023822 SPAR AJWA DATES 250G EA (10) 377 (3770) 15-Nov-19 134023822 SPAR AJWA DATES 250G EA (10) 377 (3770) 16-Nov-19 134023822 SPAR AJWA DATES 250G EA (10) 377 (3770) 17-Nov-19 134023822 SPAR AJWA DATES 250G EA (9) 377 (3393)",.,,Incorrect inventory at store.,Rs.,1 Lakh,,16-Jul-20,0,,,No,No,2020 - 2021/529,Audit Report Issued,0%,16-Jul-20,Ensure that disposable of expiry and damage Stock as per SOP.,we remove the near expire from shelf and if there is RTV & RTW the same we will hand over to the vendor . Will ensure all the stocks were removed at once from floor current we are discussed with vender ASAP SOP disposable are retune to Vender,We are working on MBQ corrections for the stocks which are going to expire frequently,,,,,,,,,1,,,Open,,,,,30-Jul-20,Q2,2020 - 2021,0,0%,NARESH CHAVA,Regular Review,,
391,Inefficient utilisation of dedicated vehicles during non-peak season,Placeholder for Checklist,,"Review of Freight, Logistics & 3PL Management",Lifestyle International Pvt Ltd (Max Division),,,,,Max Corporate office,E-Commerce,Manmohan Vyas,Jayesh Sanghani,,Deepak Agarwal,Dispatch planning & route optimization,No,Routine,Medium,Process Improvement,"SCM should monitor and analyse month-wise outbound shipment traffic (from warehouse to stores) to assess and determine requirements for dedicated vehicles separately for peak and non-peak seasons. At present, two category of vehicles (TATA Ace ~ INR 0.4 lakhs / month & TATA 407 ~ INR 0.7 lakhs / month) are being used for outbound dispatches. It was explained to us that number of vehicles are determined basis number of stores being serviced though a warehouse (for e.g.: in case of SRDC, one vehicle ideally delivers to three stores). Our analysis of number of shipments vis-à-vis vehicles hired at SRDC (average monthly costs of INR 7.5 lakhs) warehouse during 2018-19 : showed the following :",.,,Higher freight costs.,Rs.,1 Lakh,,16-Jul-20,0,,,No,No,2020 - 2021/525,Audit Report Issued,0%,16-Jul-20,Analyse shipment traffic to define an optimum mix of vehicles required for outbound dispatches to enable maximum utilisation of dedicated vehicles. Vehicle mix should specify minimum dedicated  vehicle requirement during non-peak season and additional req,"Dedicated vehicles cater to T60 priority stores handles weekend buildup, festive and season launch requirements. Dedicated vehicles are route based vehicles and ply on fixed routes irrespective volumes; these vehicles also bring back returned merchandise",No action to be taken,,,,,,,,,1,,,Open,,,,,30-Jul-20,Q2,2020 - 2021,0,0%,Jayesh Sanghani,Regular Review,,
390,Break-up of freight costs not obtained from liners – Ocean Freight,Placeholder for Checklist,,"Review of Freight, Logistics & 3PL Management",Lifestyle International Pvt Ltd (Max Division),,,,,Max Corporate office,E-Commerce,Manmohan Vyas,Jayesh Sanghani,,Venkata Ramana,Vendor bill passing & payments controls - Freight & 3PL vendors,No,Routine,Medium,Process Improvement,"Obtain detailed break up of freight costs from liners and monitor crude oil and BAF price movement in global markets. At present, ocean freight rates are obtained from multiple liners / forwarders and basis comparative analysis vendors are finalised. Rates quoted are generally valid for 3 months. Ocean freight costs are ~ INR 1.3 crores p.a. Our review showed the following improvement opportunities: Ocean freight rates are negotiated on totality basis without obtaining breakup as to basic freight and bunker adjustment factor (BAF). Obtain BAF charges & monitor crude prices movement: BAF is a variable component of ocean freight (~ 55% of total freight) directly proportional to ship’s fuel consumption. This in turn depends on global crude oil price and speed of the ship. BAF charges are ideally constant across all the liners for any given month. Further, movement in the global crude oil prices & bunker fuel prices / index should be tracked on monthly basis to understand the movement in BAF charged by liners. Annexure 1 Freight rates for major routes have remained constant during entire 3 quarters of 2019-2020 despite changes in fuel rates as per BW index. Annexure 1 It is important to note as per BWI index, BAF rates have reduced by ~ 20 % from April 2019 to Nov 2019. In absence of break up of ocean freight with details of BAF cost charged by liners / forwarders, we are unable to verify if same has been factored in ocean freight rates negotiated by Purchase / Logistic team. ​​Annexure 1: Trend of Crude oil & BAF index prices V/s. Ocean freight rates",.,,Trends / movements in global crude oil prices and bunker fuel prices not monitored to analyse the impact on BAF Possible higher BAF payment,Rs.,1 Lakh,,16-Jul-20,0,,,No,No,2020 - 2021/525,Audit Report Issued,0%,16-Jul-20,Instruct liners / forwarders to provide details of basic ocean freight and BAF charged while submitting quote. Logistic team should make an effort to separately negotiate for BAF cost with liner / forwarder. BAF charged by liners / forwarders should  be c,.,.,,,,,,,,,1,,,Open,,,,,30-Jul-20,Q2,2020 - 2021,0,0%,Jayesh Sanghani,Regular Review,,
389,Discrepancy observed in Bulk billing,Placeholder for Checklist,,SPAR Store Audits HY2,Max Hypermarkets India Pvt Ltd,South,,,,"Paradise Mall, Hyderabad",Spar Stores,Tushar Dahale,NARESH CHAVA,,Venkata Ramana,"Security, Admin & Statutory Compliance",No,Routine,Medium,Process Improvement,"On review and verification of Bulk billing documentation, ​In 3 out of 13 sample cases, stock worth Rs 7.4 lakhs (approx..) delay in moved out of store ranging from 2 to 9 days. Please refer annexure ""Discrepancy in Bulk billing"".",.,,Chances of Misuse of Stock Unaccounted stock lying at store.,Rs.,1 Lakh,,16-Jul-20,0,,,No,No,2020 - 2021/529,Audit Report Issued,0%,16-Jul-20,Ensure that Bulk stock should be handover at the same day of billing of stock at store.,As vendor could not able to take the stocks on the same day where he is not available Will ensure will send the stocks on the same day,Will ensure will send the stocks on the same day,,,,,,,,,1,,,Open,,,,,30-Jul-20,Q2,2020 - 2021,0,0%,NARESH CHAVA,Regular Review,,
388,Penalties for delayed deliveries waived without recording reasons and approvals,Placeholder for Checklist,,"Review of Freight, Logistics & 3PL Management",Lifestyle International Pvt Ltd (Max Division),,,,,Max Corporate office,E-Commerce,Manmohan Vyas,Jayesh Sanghani,,Deepak Agarwal,Vendor bill passing & payments controls - Freight & 3PL vendors,No,Routine,Medium,Process Improvement,"SCM should document detailed reasons along with adequate approvals for waving penalties recoverable from transporters for delayed deliveries as per agreed terms. Our review of penalties recovered / waived during April 2018 to September 2019 showed the following: 8% of total shipments (penalty value – INR 91 lakhs) were reported as delayed deliveries. However, a penalty of INR 65 lakhs (72% of eligible claims) was waived by SCM without documenting reasons and obtaining approvals. It was explained to us that delays were not on account of transporters hence were waived off. However, detailed justification note with approvals were not available. Delays in shipments are being calculated against the lead time defined by SCM irrespective of lead time defined in the respective agreements (lead time agreed by transporters during rate negotiations). Exhibit 3 Due to error in mapping transporter names, incorrect TAT was calculated by SCM. Hence, it was not possible to verify accuracy of the penalties computed as well as waived off for each transporter.",.,,Non recovery of penalties from transporter,Rs.,1 Lakh,30-Apr-20,16-Jul-20,0,,,No,No,2020 - 2021/525,Audit Report Issued,0%,16-Jul-20,Detailed reasoning should be documented for waiver of penalties to transporters. Penalties should be waived off only after approval from Head COE and Head SCM. Formal email communication should be sent to vendor along with waiver notice. Monitor delivery,"Prior to processing of bills, COE sends the file to SCM for waving penalties. SCM works on the same file with the following considerations: Buffer days excluded Saturday and Sunday not considered since the Stores do not accept shipments Blockages or Riots",Bill processing system in place Penalty waver note will be documented,,30-Apr-20,30-Apr-20,,,,,4,1,4,,Open,,,,,30-Jul-20,Q2,2020 - 2021,0,0%,Jayesh Sanghani,Regular Review,,
387,Incomplete performance evaluation of transporters,Placeholder for Checklist,,"Review of Freight, Logistics & 3PL Management",Lifestyle International Pvt Ltd (Max Division),,,,,Max Corporate office,E-Commerce,Manmohan Vyas,Jayesh Sanghani,,Deepak Agarwal,Monitoring of on-time deliveries and adherence to lead time,No,Routine,Medium,Process Improvement,"Parameters should be defined for carrying out performance evaluation of transporters on periodic basis. Report should be prepared and shared with stakeholders for necessary actions. At present, SCM only monitors lead time (defined vs. actual) taken by transporter for each consignment. Following indicative parameters could be considered in transporter performance evaluation: Availability of vehicles on time at pick up location Damage control mechanism deployed by transporter to ensure minimum damages to consignments and ease of settlement in case of any recoveries Bills accuracy Frequency of penalties charged",.,,Selection of transporter not adhering to performance standards,Rs.,1 Lakh,30-Sep-20,16-Jul-20,0,,,No,No,2020 - 2021/525,Audit Report Issued,0%,16-Jul-20,Define parameters for transporters performance evaluation and monitor performance against the same on periodic basis (say quarterly). Communicate result of performance evaluation to transporters & obtain corrective action plan. Blacklist consistent non pe,We have evaluated a software from two different companies which can help us carry out performance evaluation of transporters. The system will help us to evaluate the placement of vehicles and in case of default move to the next bidder (POC to be carried o,The issues are mostly on lost consignment and not on damages. All lost consignments are recovered in full.,,30-Sep-20,30-Sep-20,,,,,,1,,,Open,,,,,30-Jul-20,Q2,2020 - 2021,0,0%,Jayesh Sanghani,Regular Review,,
386,Agreements not entered in to with transporters,Placeholder for Checklist,,"Review of Freight, Logistics & 3PL Management",Lifestyle International Pvt Ltd (Max Division),,,,,Max Corporate office,E-Commerce,Manmohan Vyas,Jayesh Sanghani,,Venkata Ramana,"Contract management, adherence to SLA and monitoring KPI’s",No,Routine,Medium,Process Improvement,"Our review of agreements with transporter indicated following: No agreements entered with 24 vendors (~ INR 57 lakhs). As on Sep 19, eight vendor agreements had already expired (freight cost paid ~ INR 17.4 crores p.a.). Penalty clause were not captured in two agreements.",.,,No legal recourse in case of non-compliances,Rs.,1 Lakh,,16-Jul-20,0,,,No,No,2020 - 2021/525,Audit Report Issued,0%,16-Jul-20,Enter into agreement with freight vendors incorporating important terms & conditions duly vetted by legal team. Renew the expired agreements on timely basis.,.,.,,,,,,,,,1,,,Open,,,,,30-Jul-20,Q2,2020 - 2021,0,0%,Jayesh Sanghani,Regular Review,,
385,Non Availability of Stock Inward register.,Placeholder for Checklist,,Funcity Store Audit - HY1,Citymax Hotels (India) Pvt Ltd,,,,,Forum Vijaya Mall,Corporate Business development,Kiran Rao,Indhu PS,,Venkata Ramana,Inventory,No,Routine,Medium,Process Improvement,"During Apr to Sep 2019, 21 STNs were raised amounting to 33.69 lakhs. A sample verification of 12 STNs was done by us. During the audit it was observed that the outlet did not maintain security in-ward register to record the receipt of inventory. In absence of this register we could not ascertain if the system inwarding of any STNs were done as per norms specifed in the control parameter.",.,,.,Rs.,1 Lakh,15-May-20,16-Jul-20,0,,,No,No,2020 - 2021/544,Audit Report Issued,0%,16-Jul-20,Control Parameter to be strictly followed.,The same will be followed & adhered,Will be followed & adhered,,15-May-20,15-May-20,,,,,3,1,3,,Open,,,,,30-Jul-20,Q2,2020 - 2021,0,0%,Indhu PS,Regular Review,,
384,Fire Panel showing error message,Placeholder for Checklist,,MAX NEW STORE AUDIT,Lifestyle International Pvt Ltd (Max Division),,,,,Pandeypur-Varanasi,E-Commerce,Avdhesh Varshney,Kashish Agarwal,,Abhishek Gupta,"Safety, Health & Environment",No,Routine,Medium,Process Improvement,"As per the ranking parameter, Fire panel should always be in normal mode and no error message should be displayed. However, during audit, it was observed that Fire panel was showing error message as on 19-Feb-20 and the same was not rectified till the last date of audit i.e. 21-Feb-20. For images refer Annexure-7",Panel showing faulty message,,.,Rs.,1 Lakh,30-Apr-20,16-Jul-20,0,,,No,No,2020 - 2021/536,Audit Report Issued,0%,16-Jul-20,"Store Manager should take follow up with regional team fire panel should be in working condition.,Regional maintenance team should ensure that fire panel should be in working condition.","Fire panel working fine but some time showing CRT card faulty. ,FAS Panel have been provided by developer, and matter is been taken up with concern to resolve the issue.","Same has been ask with vendor and correct this.,FAS Panel have been provided by developer, and matter is been taken up with concern to resolve the issue.",,30-Apr-20,30-Apr-20,,,,,4,1,4,,Open,,,,,30-Jul-20,Q2,2020 - 2021,0,0%,Kashish Agarwal,Regular Review,,
383,Discrepancies related to Lost & Found SOP,Placeholder for Checklist,,MAX NEW STORE AUDIT,Lifestyle International Pvt Ltd (Max Division),,,,,Pandeypur-Varanasi,E-Commerce,Avdhesh Varshney,Kashish Agarwal,,Abhishek Gupta,Admin Related Controls,No,Routine,Medium,Process Improvement,"As per ranking parameter, all the items held with the Head cashier should be verified by SM at least once a month and should be signed in the Lost and found register and Every Store should display a Board at a conspicuous place (preferably near the Trial Room) with the message - “CUSTOMERS ARE ADVISED TO SAFEGUARD THEIR PERSONAL BELONGINGS AND THE MANAGEMENT WILL NOT BE RESPONSIBLE.” During floor inspection and review of Lost and found register for entire audit review period from 22 Sep-19 to 15 Feb'20 following discrepancies are observed- Fitting room rule is not displayed at kids wear trail room. Monthly physical verification not conducted at store for entire audit period.",.,,.,Rs.,1 Lakh,30-Apr-20,16-Jul-20,0,,,No,No,2020 - 2021/536,Audit Report Issued,0%,16-Jul-20,Store Manager should ensure that parameter should be strictly adhered to.,Prescribed acrylic was not present in store and same mail has been follow up with vm team and we will conduct monthly verification as per L&F sop.,We will follow the Lost and found sop.,,30-Apr-20,30-Apr-20,,,,,4,1,4,,Open,,,,,30-Jul-20,Q2,2020 - 2021,0,0%,Kashish Agarwal,Regular Review,,
382,Fire Panel is not in active mode.,Placeholder for Checklist,,Funcity Store Audit - HY1,Citymax Hotels (India) Pvt Ltd,,,,,Funcity - PMC,Corporate Business development,Kiran Rao,Indhu PS,,Venkata Ramana,Safety and Security,No,Routine,Medium,Process Improvement,"As on date of audit i.e 03.02.2020, it was observed that the fire panel was not in working condition and was indicating fault . Refer attached annexure for details.",Fire panel was not in working condition and was indicating fault,,.,Rs.,1 Lakh,31-May-20,16-Jul-20,0,,,No,No,2020 - 2021/546,Audit Report Issued,0%,16-Jul-20,Control Parameter to be strictly followed.,Fire panel is currently under repair and maintenance.,Facilities manager is closing following up with the vendor,,31-May-20,31-May-20,,,,,3,1,3,,Open,,,,,30-Jul-20,Q2,2020 - 2021,0,0%,Indhu PS,Regular Review,,
381,Non Maintenance of Manual invoice book,Placeholder for Checklist,,KK Store Audits,Citymax Hotels (India) Pvt Ltd,,,,,Forum Vijaya Mall,Corporate Business development,Kiran Rao,Suman C,,Kapil Chawra,Manual Invoices,Yes,Routine,Medium,Process Improvement,"[Repeated Observation 2018-19] As on the date of audit i.e 27-01-2020, it was observed that no manual invoices were maintained at the outlet.",.,,.,Rs.,1 Lakh,16-Apr-20,16-Jul-20,0,,,No,No,2020 - 2021/550,Audit Report Issued,0%,16-Jul-20,Control Parameter to be strictly followed.,Ensure the books are avilable in a week time,Ensure the books are avilable in a week time,,16-Apr-20,16-Apr-20,,,,,4,1,4,,Open,,,,,30-Jul-20,Q2,2020 - 2021,0,0%,Suman C,Regular Review,,
380,Implement robust controls over broker onboarding & payment process,Placeholder for Checklist,,Review of property management and Capex,Lifestyle International Pvt Ltd (Max Division),,,,,Max Corporate office,E-Commerce,Manmohan Vyas,Kanika upreti,,Vishnu Balan,Selection and background verification of agents / brokers,No,Routine,Medium,Process Improvement,"At present, property proposals are being received from multiple brokers on a regular basis. Brokers assist in site identification, collecting documents from property owners, rent negotiations etc. Our review of existing broker on-boarding and payments process showed the following: Brokers are being selected and on-boarded (transactions with 61 brokers during January to November 2019) by Business Development (BD) team without any involvement or vetting by the Commercial team. Memorandum of understanding (service terms, jurisdiction, commercials, deliverables etc.) has not been signed with any of the brokers. Code for new brokers is being created in Oracle only at the time of brokerage payment (i.e. during store opening) instead of immediately on their empanelment. There will be time gap of 6 to 24 months between site finalisation to store opening. ‘Store evaluation’ checklist specifies name(s) of a broker(s) involved in the property deal. However, no alternate documents are being reviewed by Commercial to verify involvement of said broker in property deal before releasing brokerage payments (~INR 1 crore p.a.). A declaration should be obtained from property owner stating that said broker is authorised to rent or lease the property. Communication email from broker to BD team introducing the said property under discussion should be retained along with above declaration copy as additional evidence of brokers involvement in identification of property. Out of onboarding documents reviewed for 26 brokers, in 5 cases onboarding documents were not available. In 3 cases, ‘conflict of interest’ declaration was not available.",.,,Lack of clarity over agreed terms and deliverables. No maker-checker controls over broker appointments.,Rs.,1 Lakh,30-Apr-20,16-Jul-20,0,,,No,No,2020 - 2021/553,Audit Report Issued,0%,16-Jul-20,Following internal controls should be implemented to strengthen broker onboarding & payment process: Develop a standard MOU with key terms to be executed with brokers. Onboarding documents and code of conduct declaration should be obtained along with MOU.,As a standard practice across in Max we have capped the brokerage commission to15 days of year 3 rent except in case of JLL & Anarock its 21 days. All NSO proposal checklist has the details of the consultant involved. We initiate the payments up to 50% po,As any kind of MOU for specific property will expose the commercial terms and hence we sign the MOU at the time of the completing lease agreement.,,30-Apr-20,30-Apr-20,,,,,4,1,4,,Open,,,,,30-Jul-20,Q2,2020 - 2021,0,0%,Kanika upreti,Regular Review,,
379,Enhance visibility over property management process,Placeholder for Checklist,,Review of property management and Capex,Lifestyle International Pvt Ltd (Max Division),,,,,Max Corporate office,E-Commerce,Manmohan Vyas,Kanika upreti,,Vishnu Balan,Site identification and selection procedures,No,Routine,Medium,Process Improvement,"BD team should implement a mechanism / tool to enhance visibility over end to end property management process (from site lead to deal closure, repository of property documents, broker’s involvement, site survey reports etc.). Property lead to deal closure: BD team should consider creating a common email ID for receiving all property leads from brokers / other sources. Email ID should be listed on the Company’s website. Master database tracker should be prepared to capture all leads with source information (broker / direct), sites shortlisted, sites rejected with reasons, critical dates (like survey date, term sheet, rent deed finalisation, security deposit payment etc.), reasons for deal cancellation post term sheet, broker related information etc. At present, details of only approved properties and deals under pipeline (post shortlisting stage) are captured in the tracker. Our review of the existing process showed the following gaps: ​Number of site leads received along with reasons for rejection / shortlisting are not being formally captured. Reasons for sites rejected post signing of term sheets were only available with BD team. Property-wise information related to brokers (name, agreed brokerage, payment etc.) is not being maintained by BD / Commercial team. Central repository of property documents: BD team in liaison with Commercial and Legal departments should maintain a central repository of all property related documents (term sheets, property documents, rent deeds, OCs, NOCs etc.). On verification of property related documents for 25 sampled stores opened during CY 2018 & 2019, we noted that occupancy certificates for 6 stores & fire NOCs for 2 stores were not available with BD team. For 2 out of 6 stores with missing OCs, “Store proposal note” communicated to management stated availability of occupancy certificates. It was explained to us that for 4 stores OC and Fire NOC for 2 stores will not be applicable as not being issued by authorities. In case of non-receipt of OC / NOC, bank guarantee / indemnity is being obtained from property owner. Site survey reports: No ‘site survey’ report is being prepared to formally capture feedback / information related to properties visited by BD team member or Territory Head. Store evaluation checklist: Comprehensive check list should be defined to capture all information related to properties shortlisted. Existing checklist does not capture status of availability of occupancy certificate and Fire NOC.",.,,Absence of visibility of sites screened and rejected Inadequate documentation,Rs.,1 Lakh,30-Apr-20,16-Jul-20,0,,,No,No,2020 - 2021/553,Audit Report Issued,0%,16-Jul-20,Business development team should explore the possibility of implementing manual tracker or a system to enhance visibility over property management processes. Master property tracker should be designed and maintained providing key information (property dea,"A common ID is not a viable as we need recourse to segregate the mails to individual regions/ localities, all shortlisted sites ate maintained in the tracker which has been shared, there are multiple teams involving Ops/BD are involved in shortlisting of",We shall keep all critical documents at one place for each property for all stores signed from 1st April 2019 - Target 30th Apr 2020.,,30-Apr-20,30-Apr-20,,,,,4,1,4,,Open,,,,,30-Jul-20,Q2,2020 - 2021,0,0%,Kanika upreti,Regular Review,,
378,Absence of formal communication mechanism over pending security deposits,Placeholder for Checklist,,Review of property management and Capex,Lifestyle International Pvt Ltd (Max Division),,,,,Max Corporate office,E-Commerce,Manmohan Vyas,Kanika upreti,,Vishnu Balan,"Deposits, advances, retention monies, bank guarantees etc",No,Routine,Medium,Process Improvement,"At present, security deposits are paid to property owners on signing of term sheets (in 3 to 4 instalments). These security deposits are however refundable on cancellation of the deal or store closure. Our review of security deposits lying with property owners where sites are yet to be handed over to Max Fashion showed the following: Commercial department does not have visibility on latest status of projects yet to be handed over to Max Fashion. Secondly, Group Accounts only obtains status of security deposits paid for properties not handed over for > 3 years (for provisioning purpose). Out of total deposits of INR 9 crores as on 31st December 2019, 25% (~ INR 2.2 crores) are lying with property owners for over 2 years (INR 0.8 crores – 8% over 5 years) Region Pending security deposit (age in Years & Values in Crores) Total 1 - 2 2 - 3 3 - 4 4 - 5 > 5 INR Crores % South 3.2 0.2 - 0.4 0.1 0.4 4.2 47% North 0.9 0.4 0.4 0.1 0.1 0.1 2.0 23% East & Central 1.4 0.1 0.2 - - 0.2 2.0 22% West 0.4 0.1 0.1 0.0 0.1 0.0 0.7 8% Total 5.9 0.8 0.7 0.5 0.3 0.8 9.0 100% % 66% 9% 8% 5% 3% 8% 100% - No formal communications about status of projects are being obtained from property owners for any delays compared to handover dates agreed as per term sheets (this is required to protect company’s interest in case of any disputes). As per term sheets signed with property owners, there is a clause for charging penal interest in case of delays in handover of a project. However, it has not being charged to property owners.",.,,Blockage of working capital. Potential bad debts.,Rs.,1 Lakh,,16-Jul-20,0,,,No,No,2020 - 2021/553,Audit Report Issued,0%,16-Jul-20,"Define a process to formally communicate with property owners to obtain status of long pending projects (say delays > 1 year). Based on project status shared by property owner, action plan should be defined by Commercial team to either proceed for recover","Every Financial year at the end of December, a balance confirmation is sought from all lessors including new Stores. In case of new stores, IFRSD that are beyond 2 years are reviewed for status with COO and action taken accordingly depending on the status","Every Financial year at the end of December, a balance confirmation is sought from all lessors including new Stores.",,,,,,,,,1,,,Open,,,,,30-Jul-20,Q2,2020 - 2021,0,0%,Kanika upreti,Regular Review,,
